train_slots,rollout_index,updates,train_return,train_mean_slot_Rsys,train_cr,train_arrived,train_done,train_timeout,train_rejected,train_avg_delay_s,train_p95_delay_s,train_delay_samples,train_total_energy_j,train_energy_comp_j,train_energy_trans_j,train_avg_energy_j_per_slot,train_cum_hl_mean_satellite,train_cum_hl_system,train_avg_hl_per_sat_slot,train_avg_dod,train_n_slots
896,13,872,-273.7297180073649,-4.277026843865077,0.8074534161490683,966,780,189,0,3.673076923076923,6.0,780,6254.358251910775,6227.318372479393,27.03987943138428,97.72434768610586,0.004375277139849022,0.10938192849622554,6.836370531014096e-05,0.3693088679657935,64
960,14,936,-259.4760135014707,-4.054312710960479,0.7854077253218884,932,732,200,0,3.637978142076503,6.0,732,5483.715953633799,5459.014580651435,24.70137298236264,85.6830617755281,0.004101787847252658,0.10254469618131644,6.409043511332278e-05,0.37510278645688566,64
1024,15,1000,-302.78614178058353,-4.731033465321618,0.7873015873015873,945,744,192,0,3.7836021505376345,6.0,744,5980.956795264945,5953.675768240716,27.281027024228433,93.45244992601476,0.004574578074995315,0.11436445187488287,7.14777824218018e-05,0.38053239075046685,64
1088,16,1064,-344.9349109187086,-5.389607983104822,0.7775510204081633,980,762,206,0,3.7335958005249346,6.0,762,5740.816027171075,5713.431985210401,27.38404196067696,89.70025042454805,0.005020958709226372,0.1255239677306593,7.845247983166206e-05,0.3861537679352063,64
1152,17,1128,-350.7116336373575,-5.479869275583711,0.8122270742358079,916,744,188,0,3.7298387096774195,6.0,744,5789.724473247319,5763.266813909414,26.457659337901998,90.46444489448936,0.005057086220733833,0.12642715551834582,7.901697219896614e-05,0.3910287914457265,64
1216,18,1192,-295.59333167718324,-4.618645807455988,0.7936681222707423,916,727,196,0,3.6740027510316366,6.0,727,4971.667349513707,4946.38091093227,25.28643858143684,77.68230233615168,0.00445500748074633,0.11137518701865826,6.960949188666141e-05,0.3945322748526331,64
1280,19,1256,-316.32141095913977,-4.942522046236559,0.8039647577092511,908,730,175,0,3.7356164383561645,6.0,730,5448.884378326491,5421.82943514653,27.054943179962013,85.13881841135142,0.004695340412243293,0.11738351030608234,7.336469394130146e-05,0.3979776813711746,64
1344,20,1320,-254.67422398629546,-3.9792847497858665,0.7939914163090128,932,740,191,0,3.7391891891891893,6.0,740,4758.782086024611,4732.346698183447,26.435387841165547,74.35597009413455,0.004084625203219693,0.10211563008049233,6.382226880030771e-05,0.40221397386726326,64
1408,21,1384,-475.9757794367681,-7.437121553699502,0.7856410256410257,975,766,209,0,3.7180156657963446,6.0,766,6267.681821545291,6240.12051371925,27.561307826041812,97.93252846164518,0.006334694271078443,0.15836735677696107,9.897959798560067e-05,0.40562814232528266,64
1472,22,1448,-443.94248960132387,-6.9366014000206855,0.764961915125136,919,703,204,0,3.6301564722617354,6.0,703,5812.282478611735,5785.615237716527,26.667240895208973,90.81691372830836,0.005872417795482444,0.1468104448870611,9.175652805441319e-05,0.4087354761107168,64
1536,23,1512,-394.29988524457247,-6.160935706946445,0.7937701396348013,931,739,189,0,3.7510148849797025,6.0,739,5728.438413451714,5702.6142999754065,25.824113476307144,89.50685021018303,0.00547967199162319,0.13699179979057974,8.561987486911234e-05,0.4121055781889166,64
1600,24,1576,-342.3690925550111,-5.349517071172048,0.7980769230769231,936,747,204,0,3.7563587684069613,6.0,747,5013.88913631745,4987.629245225298,26.25989109215431,78.34201775496015,0.0049590529721369484,0.12397632430342372,7.748520268963982e-05,0.4135006002748579,64
1664,25,1640,-391.9815994307891,-6.12471249110608,0.7822318526543879,923,722,191,0,3.673130193905817,6.0,722,5731.701496820746,5706.024327589872,25.67716923087341,89.55783588782415,0.005412771174088198,0.13531927935220495,8.45745495951281e-05,0.41575150212082707,64
1728,26,1704,-394.7304723461406,-6.1676636304084465,0.7895287958115184,955,754,195,0,3.759946949602122,6.0,754,5584.937020703895,5557.55708546523,27.379935238667553,87.26464094849835,0.005511653311244081,0.13779133278110203,8.611958298818876e-05,0.419599445189931,64
1792,27,1768,-340.3962739072755,-5.3186917798011795,0.8229508196721311,915,753,178,0,3.808764940239044,6.0,753,5726.400061139997,5700.145802686991,26.25425845300498,89.47500095531245,0.004986203136068767,0.12465507840171917,7.790942400107449e-05,0.42339200147783307,64
1856,28,1832,-335.0087818525952,-5.2345122164468,0.7961783439490446,942,750,195,0,3.5946666666666665,6.0,750,4700.2559881293155,4674.72821596938,25.5277721599362,73.44149981452055,0.004905648121268427,0.12264120303171068,7.665075189481917e-05,0.4266120370630393,64
1920,29,1896,-365.1104987462645,-5.704851542910383,0.7837541163556532,911,714,199,0,3.6904761904761907,6.0,714,4681.44290720928,4655.836358544073,25.60654866520563,73.147545425145,0.005113825325731408,0.1278456331432852,7.990352071455325e-05,0.42851494580034166,64
1984,30,1960,-546.5202554871865,-8.53937899198729,0.7776536312849162,895,696,186,0,3.5991379310344827,6.0,696,5485.891174629643,5462.205676456011,23.685498173632563,85.71704960358817,0.0069003609863597035,0.1725090246589926,0.00010781814041187037,0.43110646685856,64
2048,31,2024,-426.40315799428754,-6.662549343660743,0.7683189655172413,928,713,225,0,3.767180925666199,6.0,713,5455.267355529515,5428.659975783506,26.607379746008522,85.23855243014867,0.005693292562193578,0.14233231405483945,8.895769628427466e-05,0.43354737069580424,64
2112,32,2088,-509.0126978336227,-7.953323403650355,0.7916666666666666,936,741,190,0,3.7638326585695006,6.0,741,5757.438347679772,5731.720281309519,25.718066370252863,89.95997418249644,0.006628895758114129,0.1657223939528532,0.00010357649622053326,0.4349592293195298,64
2176,33,2152,-548.1288707672699,-8.564513605738592,0.778516057585825,903,703,193,0,3.6230440967283073,6.0,703,5607.512845192008,5583.088623253843,24.424221938167804,87.61738820612513,0.006921711665958778,0.17304279164896946,0.00010815174478060591,0.4358065946367283,64
2240,34,2216,-379.98650290639375,-5.937289107912402,0.7697297297297298,925,712,200,0,3.7865168539325844,6.0,712,5413.635907786756,5386.699915470029,26.935992316730964,84.58806105916807,0.005255795845552039,0.13139489613880095,8.21218100867506e-05,0.4365099746573016,64
2304,35,2280,-493.73094929798276,-7.714546082780981,0.7893048128342246,935,738,216,0,3.765582655826558,6.0,738,5511.262106981042,5484.496985769811,26.765121211229943,86.11347042157878,0.006436226883391475,0.16090567208478687,0.0001005660450529918,0.4371147444697752,64
2368,36,2344,-552.9838995938121,-8.640373431153314,0.7653575025176234,993,760,235,0,3.7394736842105263,6.0,760,6357.837344375549,6329.744709217629,28.09263515792188,99.34120850586795,0.007058608484274203,0.1764652121068551,0.00011029075756678443,0.4392450811506539,64
2432,37,2408,-396.92768885809346,-6.20199513840771,0.7789934354485777,914,712,209,0,3.792134831460674,6.0,712,5272.9722694742395,5246.049312918467,26.92295655577317,82.39019171053499,0.005416013291564198,0.13540033228910495,8.46252076806906e-05,0.4405700345979291,64
2496,38,2472,-420.83662743837147,-6.575572303724554,0.7979334098737084,871,695,170,0,3.623021582733813,6.0,695,4843.364118469417,4818.203120492805,25.160997976611277,75.67756435108464,0.0056615911780807425,0.14153977945201857,8.84623621575116e-05,0.4406258031014375,64
2560,39,2536,-550.3197328453788,-8.598745825709043,0.7838405036726128,953,747,190,0,3.6626506024096384,6.0,747,5806.78126056331,5780.523867217283,26.257393346025058,90.73095719630172,0.007055990581763203,0.17639976454408007,0.00011024985284005005,0.44041721007536044,64
2624,40,2600,-460.5074786661562,-7.195429354158691,0.8042553191489362,940,756,193,0,3.7923280423280423,6.0,756,5984.337675369388,5956.237508587263,28.100166782128206,93.50527617764669,0.006176155523338166,0.15440388808345415,9.650243005215885e-05,0.4402320322844919,64
2688,41,2664,-414.94170758113694,-6.483464180955265,0.7801339285714286,896,699,196,0,3.7067238912732474,6.0,699,5184.304741017866,5159.111118470895,25.193622546970314,81.00476157840416,0.005580551339417007,0.13951378348542517,8.719611467839074e-05,0.44001280065114745,64
2752,42,2728,-440.9503329268679,-6.8898489519823105,0.7903930131004366,916,724,200,0,3.7320441988950277,6.0,724,5382.1152718603325,5355.710630655799,26.40464120453339,84.0955511228177,0.005897724237768562,0.14744310594421406,9.215194121513378e-05,0.4391667043596304,64
2816,43,2792,-369.2139418612693,-5.768967841582333,0.7850877192982456,912,716,197,0,3.803072625698324,6.0,716,4821.7446492627005,4795.633309862398,26.111339400303038,75.3397601447297,0.005162947454975667,0.12907368637439168,8.067105398399479e-05,0.4381578791255593,64
2880,44,2856,-529.8029836790773,-8.278171619985583,0.7916241062308478,979,775,206,0,3.6838709677419357,6.0,775,6116.629695396126,6089.110965486114,27.518729910010826,95.57233899056448,0.006895106515940059,0.17237766289850145,0.00010773603931156342,0.436984083793523,64
2944,45,2920,-588.5219012487462,-9.19565470701166,0.7982832618025751,932,744,187,0,3.7620967741935485,6.0,744,6367.354538621145,6341.293589549313,26.060949071833,99.4899146659554,0.007436139613181067,0.1859034903295267,0.00011618968145595417,0.4357268745111856,64
3008,46,2984,-407.25242084035904,-6.36331907563061,0.8067685589519651,916,739,170,0,3.6874154262516914,6.0,739,4921.240007341104,4894.75142565258,26.48858168852396,76.89437511470474,0.005631904807215745,0.14079762018039363,8.799851261274601e-05,0.43526904432553337,64
3072,47,3048,-382.60504138376274,-5.978203771621293,0.7846481876332623,938,736,195,0,3.650815217391304,6.0,736,5383.823440300425,5356.971861510344,26.851578790084176,84.12224125469415,0.005345636583163512,0.1336409145790878,8.352557161192988e-05,0.4348825317135202,64
3136,48,3112,-442.9239846448161,-6.920687260075251,0.7941176470588235,952,756,199,0,3.8095238095238093,6.0,756,5666.250836033082,5638.522981120578,27.727854912505652,88.53516931301691,0.005991684700493245,0.14979211751233112,9.362007344520695e-05,0.4346391798325155,64
3200,49,3176,-383.6555542422311,-5.994618035034861,0.7948717948717948,897,713,195,0,3.7489481065918655,6.0,713,4973.833690680444,4948.398684211654,25.43500646879169,77.71615141688194,0.005302182440975434,0.13255456102438584,8.284660064024116e-05,0.4337407182984271,64
